Setor,Ativo Y,Ativo X,T-Score,P-Value,Hedge Ratio,Observacoes
oleo_gas,PETR4,VBBR3,-4.1942732183956375,0.0006737630167758317,1.3420808358942398,749
financeiro,BMIN4,RPAD5,-4.189985649074037,0.0006850963163597457,1.1688351192257045,749
energia_eletrica,CGAS3,COCE3,-4.1853401867795235,0.0006975777471168044,0.3484292748968168,749
mineracao_siderurgia,VALE3,BRAP3,-4.18339063384542,0.0007028791992926775,3.2640467095652763,749
industria,PLAS3,POMO3,-4.1772011378174465,0.0007199623733080585,-0.7314111144482682,749
financeiro,BMIN3,INBR32,-4.176276747016738,0.0007225469444692608,0.04015399606151137,585
energia_eletrica,CGAS3,COCE5,-4.175825413054073,0.0007238120258510458,0.4150194806728501,749
energia_eletrica,CGAS3,EMAE4,-4.171059102439368,0.000737299517357533,-0.12795377102049563,749
financeiro,CGRA4,BSLI4,-4.170551281841126,0.000738750356238244,0.8385676627914188,742
financeiro,BMIN4,INBR32,-4.162635314404371,0.000761715676339701,0.12229683189191548,585
energia_eletrica,CPFE3,EMAE4,-4.157965040295068,0.0007755773937320952,0.027163449200644955,749
industria,PLAS3,VLID3,-4.138657964659505,0.0008354333851566397,-0.21093562198483803,749
energia_eletrica,CGAS3,ENMT4,-4.135927031258325,0.0008442414924264484,0.23667573671161474,749
energia_eletrica,CGAS3,ENGI3,-4.134898223665552,0.0008475822381732186,-1.8182188652649545,749
energia_eletrica,REDE3,CEBR3,-4.13486981596841,0.000847674659298742,0.12592099188355266,749
energia_eletrica,COCE3,CMIG4,-4.1253328265108795,0.0008792418210844496,-8.046016647067354,749
energia_eletrica,CGAS5,CMIG3,-4.108537162743109,0.000937528830630112,1.5264821748099393,749
energia_eletrica,CGAS3,ENGI11,-4.101001768755981,0.0009648383488749644,-0.7253712566654724,749
energia_eletrica,CGAS3,EQPA5,-4.077105653420749,0.0010564468870608486,-3.566951200939225,749
oleo_gas,UGPA3,DEXP4,-4.07469262294854,0.0010661363858808185,3.153252725080512,749
energia_eletrica,CPFE3,REDE3,-4.068053016636857,0.00109322817886007,0.6903996247981207,749
energia_eletrica,CPFE3,ENMT3,-4.064171032087843,0.001109364633213884,-0.08128730830274866,749
oleo_gas,DEXP3,UGPA3,-4.062843537280457,0.0011149335773228564,0.23245400337436048,749
energia_eletrica,CGAS3,CPFE3,-4.062453650763064,0.001116574137223973,-0.8305349215542268,749
energia_eletrica,ALUP4,ALUP11,-4.0613835557779305,0.0011210884677561213,0.3186448076027465,749
oleo_gas,OSXB3,BRAV3,-4.0603605994341505,0.0011254198743427802,0.10267793408962489,749
agro_alimentos,CAML3,TTEN3,-4.053350718117722,0.0011555243847688568,-0.33051102240684205,749
energia_eletrica,TAEE11,TAEE3,-4.047301851491701,0.0011821045040566467,2.918558693605129,749
financeiro,BMIN3,BMIN4,-4.045613378610199,0.0011896253207263631,0.5521899746379708,749
energia_eletrica,CPFE3,CEBR6,-4.043941922637391,0.0011971143159777721,0.1747066072194984,749
energia_eletrica,CGAS3,LIGT3,-4.038233743382506,0.0012230230027504858,1.5630552219318101,749
energia_eletrica,TAEE3,TAEE11,-4.037988963276563,0.0012241456433980747,0.34112626033594623,749
energia_eletrica,CPFE3,CGAS3,-4.036260316545356,0.001232101191874639,-0.05105979475336165,749
energia_eletrica,ENMT4,ENGI11,-4.026412567393996,0.0012783501580829668,-1.2133799579042355,749
industria,RAIL3,SHUL4,-4.006008128635869,0.0013793756283118734,1.8435296075533396,749
energia_eletrica,CGAS5,EQPA6,-4.005223723320411,0.0013834039573700709,2.942498906651445,749
financeiro,BAZA3,BBAS3,-4.001231590995105,0.0014040759937255373,4.694942858721408,749
financeiro,BSLI4,BBSE3,-3.994254255303889,0.001440898301923116,-0.7061993001490233,742
agro_alimentos,SLCE3,LAND3,-3.987032416040198,0.0014799563820853839,0.1871457672700638,749
energia_eletrica,CPFE3,CEBR5,-3.9759025594489894,0.0015420840329930772,0.13077868160523354,749
energia_eletrica,CGAS3,ENMT3,-3.957079404030521,0.001652705287661575,-0.006260754423863143,749
energia_eletrica,CGAS3,CMIG3,-3.955816578079427,0.0016603845897408495,-0.011782617449050873,749
energia_eletrica,CPFE3,CEBR3,-3.9506848644340185,0.0016919331127017566,0.12165672131777895,749
energia_eletrica,CEBR5,CEBR3,-3.949611474336241,0.001698602074783625,0.7779315375111152,749
financeiro,CGRA4,BBSE3,-3.9205677079209202,0.0018885875854888227,-0.6784226438746475,749
mineracao_siderurgia,USIM3,CSNA3,-3.9174567827923297,0.001910065575040489,0.4795913327506473,749
energia_eletrica,ALUP11,ALUP4,-3.9128241575477554,0.0019424694561989886,3.095413882209568,749
financeiro,BSLI4,BSLI3,-3.912472960815557,0.0019449466374643072,0.5719709453939292,742
energia_eletrica,CGAS5,RNEW4,-3.9076266995542532,0.001979430256847877,3.4279882288524126,749
energia_eletrica,CPFE3,CGAS5,-3.901987568173843,0.0020202682934363806,-0.03293777218180877,749
energia_eletrica,CEBR3,CEBR5,-3.899574537814583,0.0020379805058619643,1.153048492547949,749
energia_eletrica,CPFE3,TAEE3,-3.887854555868712,0.0021260715122885083,0.21012491211937756,749
energia_eletrica,CPFE3,TAEE4,-3.887656980660309,0.0021275863085999797,0.2750621822146333,749
financeiro,BBAS3,BNBR3,-3.8874764537866815,0.0021289712696549844,0.23964588874686377,749
agro_alimentos,SLCE3,BEEF3,-3.8862778891845724,0.002138187563714768,0.4013789686450254,749
energia_eletrica,CPFE3,TAEE11,-3.8860163354916293,0.0021402036673322353,0.08439232198892113,749
energia_eletrica,CPFE3,EQPA3,-3.8851612629180146,0.0021468070055041012,1.418422455764355,749
financeiro,CGRA4,BSLI3,-3.8822022837130072,0.0021698036370096678,0.5296670916223044,749
energia_eletrica,EQPA5,TAEE4,-3.864120752289379,0.002315353219220966,-0.5840892721482437,749
oleo_gas,PETR3,LUXM4,-3.8569088423233078,0.002375883777695097,-2.42995274942113,749
energia_eletrica,CGAS3,AURE3,-3.8465980039080927,0.0024649658545690557,1.989296376074038,691
financeiro,BSLI3,BSLI4,-3.846063128722795,0.002469670069686184,1.5069923291658953,742
energia_eletrica,CPFE3,EQPA5,-3.8394736118635717,0.0025283086871004845,0.21138270837646966,749
energia_eletrica,EQPA7,CBEE3,-3.83388597812466,0.002579035557407309,-0.14511293706405595,749
oleo_gas,DEXP3,DEXP4,-3.833107132689677,0.002586180326468112,0.8739459301163757,749
energia_eletrica,CPFE3,EQPA6,-3.8276860407783175,0.0026364189317493406,-0.2806263154404285,749
energia_eletrica,CMIG4,EQPA6,-3.82413155029639,0.002669846111412637,-0.7233796329489788,749
energia_eletrica,CEBR5,CEBR6,-3.824008573305562,0.002671009575563584,0.8122921173398577,749
energia_eletrica,CPFE3,LIGT3,-3.819390492174954,0.002715040264540392,-0.06420035093809473,749
energia_eletrica,CPFE3,RNEW3,-3.818050406487715,0.0027279418542046183,-0.6063540733474023,749
energia_eletrica,CPLE3,RNEW3,-3.8168022004009456,0.0027400096745308807,-0.8871005293813244,749
energia_eletrica,CPFE3,COCE3,-3.812345138284994,0.0027835036944298275,-0.020371297997478503,749
industria,KEPL3,SHUL4,-3.811108625055011,0.0027956823534653727,0.5491348062500042,749
energia_eletrica,CGAS5,RNEW3,-3.804251542372534,0.002864114461073841,2.9858253119606495,749
energia_eletrica,EQPA5,TAEE3,-3.803606596991906,0.0028706295896634725,-0.561460893922181,749
financeiro,BRSR3,BRSR6,-3.802705571846545,0.002879754441002279,0.6790291824343424,749
energia_eletrica,EQPA5,TAEE11,-3.8023789366352894,0.0028830689267135457,-0.1907802069669332,749
energia_eletrica,CPFE3,RNEW4,-3.8013433673654475,0.0028936004543587803,-0.5823299043009665,749
industria,PLAS3,FRAS3,-3.7968563124730372,0.0029396432930458884,-0.29380436874217547,749
financeiro,B3SA3,CGRA4,-3.7967484256515514,0.0029407586027896935,0.22629823306232977,749
energia_eletrica,CPFE3,EQPA7,-3.7955434153872933,0.0029532422204095465,0.538425053105519,749
financeiro,BMIN4,ITSA4,-3.7873027304695435,0.0030399292412231203,0.9136299245699427,749
financeiro,ITSA3,INBR32,-3.783212742141858,0.003083816927956553,0.08064226770729402,585
financeiro,INBR32,RPAD5,-3.7746222565931338,0.0031779001314893433,9.023037790954382,585
energia_eletrica,CPFE3,EGIE3,-3.772164991987376,0.0032052932792470414,0.5531159773275564,749
financeiro,BMIN4,ITSA3,-3.7720629869178204,0.0032064350896601054,0.985633479546552,749
energia_eletrica,ENGI4,ENMT4,-3.769442416356389,0.0032358973034126146,-0.03031595452113898,749
energia_eletrica,CEBR5,CGAS5,-3.768573344491502,0.0032457227711721564,-0.23347993394340288,749
energia_eletrica,ALUP4,CPLE3,-3.7669315940479486,0.0032643587324088646,0.5575340357492299,749
energia_eletrica,CPFE3,ALUP11,-3.765105122455024,0.0032852069665205144,0.4713462050206823,749
financeiro,ITUB4,BNBR3,-3.7626055176211004,0.003313936873474333,0.1847446404266377,749
energia_eletrica,RNEW3,CPLE3,-3.7617547643939453,0.003323767745139621,-0.7404370719187648,749
energia_eletrica,CPFE3,COCE5,-3.7609591496726256,0.003332985686514345,-0.04107321219461466,749
financeiro,B3SA3,SANB4,-3.7601487345454916,0.0033423992288756704,0.7837171814627608,749
energia_eletrica,ENGI4,CPFE3,-3.7556143981852306,0.003395520557907351,0.1691509390594005,749
financeiro,WIZC3,BSLI3,-3.7543489070223157,0.003410483921227319,0.13164942612306282,749
energia_eletrica,EMAE4,ENMT3,-3.7524814543706424,0.003432675527745133,-0.7749384280432284,749
energia_eletrica,CBEE3,TAEE4,-3.747302912686013,0.0034949089241629355,2.5023366532654094,749
industria,KEPL3,INEP4,-3.7447968407903116,0.0035253958771864972,-0.14146267284848346,702
energia_eletrica,CBEE3,TAEE3,-3.7438981997445424,0.0035363873325262463,2.47547615628979,749
financeiro,IRBR3,SANB11,-3.743870297991858,0.0035367291068203227,4.8060600345476265,749
financeiro,BBAS3,PINE4,-3.7438030084557012,0.0035375534747697076,2.9010533253942166,749
financeiro,BMIN4,BPAC3,-3.7382929283804995,0.0036056588103988616,0.3763854709250219,749
financeiro,B3SA3,BRSR5,-3.7380948811080015,0.0036081289308028874,0.4733972156430866,749
energia_eletrica,CMIG4,COCE5,-3.7360053945577425,0.003634284473318914,-0.09617307945090539,749
energia_eletrica,CBEE3,TAEE11,-3.731787911152981,0.0036876077198461287,0.8334512578407351,749
energia_eletrica,CPFE3,EQTL3,-3.731349681575276,0.0036931893408928933,0.34977470747524336,749
industria,KEPL3,LOGN3,-3.727590542020095,0.003741387502996144,0.051102115256884226,749
agro_alimentos,SLCE3,AGRO3,-3.7273621327855926,0.003744334559980181,0.39410661872569885,749
energia_eletrica,CEBR6,CEBR5,-3.7245909107007553,0.0037802601252223986,1.1626141323712154,749
oleo_gas,BRAV3,OSXB3,-3.7180252277022827,0.003866639681446916,3.4147634646379843,749
financeiro,B3SA3,BSLI4,-3.7179337063751694,0.003867856422743214,0.19232666100469048,742
financeiro,WIZC3,BAZA3,-3.717771968135247,0.003870007528230047,-0.032390082427826226,749
financeiro,BBSE3,CGRA4,-3.7136473304255304,0.0039252362747685355,-0.9381663722519868,749
mineracao_siderurgia,CSNA3,USIM3,-3.7134705380573862,0.003927619559315065,1.8380180009668685,749
industria,SHUL4,RAIL3,-3.7107945478404845,0.003963855852926151,0.40663963265922726,749
financeiro,SANB4,BSLI3,-3.7083033335291526,0.003997864700217514,0.14068446065566925,749
energia_eletrica,ENGI11,ENGI3,-3.70443511127301,0.004051201059895338,2.1281887604985084,749
energia_eletrica,CPFE3,ALUP3,-3.7041088215427873,0.004055729681884211,1.1945620356316629,749
financeiro,BSLI3,PSSA3,-3.70384948546801,0.004059332345836273,-0.8464390197596217,749
industria,LUPA3,VLID3,-3.700744967111415,0.004102687703795458,-0.23805628174232707,749
energia_eletrica,ALUP11,CPLE3,-3.699543999471305,0.004119572768114723,1.745787223541874,749
financeiro,SANB4,BBSE3,-3.6954486480817508,0.004177630345941656,-0.17132872523451903,749
energia_eletrica,ENGI4,EMAE4,-3.6947559478273444,0.004187523997140393,0.01798324699055033,749
financeiro,BBSE3,SANB4,-3.693934224833504,0.004199288208646218,-1.909573109458541,749
financeiro,BRSR6,BRSR3,-3.690404847071911,0.004250160802625609,1.344350863609193,749
financeiro,WIZC3,BBSE3,-3.6876868304443313,0.00428972147099451,-0.15402626633154132,749
energia_eletrica,CGAS5,TAEE3,-3.6874414862490394,0.004293308949234224,1.5986332326407193,749
energia_eletrica,CGAS5,ENMT3,-3.6855940232473845,0.004320411099515013,-0.1486205204124672,749
oleo_gas,UGPA3,DEXP3,-3.6816888804068526,0.004378214135729917,3.1801145020766066,749
energia_eletrica,ALUP4,CGAS3,-3.680954193862798,0.00438916738958009,-0.04378992728566605,749
financeiro,BPAC3,BMIN4,-3.6801588827650042,0.00440105267272579,0.6866033744484791,749
energia_eletrica,EQPA7,COCE5,-3.6780090402537886,0.004433327529651822,-0.06055597002122043,749
energia_eletrica,RNEW4,EQPA6,-3.676378015714594,0.004457957506659426,0.6237784983213347,749
energia_eletrica,CGAS5,CPLE3,-3.6748432195629914,0.0044812483245219355,-2.582768550432237,749
financeiro,BRSR5,B3SA3,-3.6699367845723088,0.004556451197921307,0.37894257237760515,749
energia_eletrica,EQPA6,AURE3,-3.6685993393099126,0.004577149484601262,0.6418632153676168,691
financeiro,BNBR3,BBAS3,-3.6685712692140258,0.0045775848144411786,3.5675550449901148,749
industria,TGMA3,ETER3,-3.668526491999039,0.004578279327638074,-1.2410779967362235,749
energia_eletrica,CGAS5,TAEE11,-3.6632648273829327,0.004660562269082932,0.4774230194714473,749
energia_eletrica,CPFE3,CPLE3,-3.660451359639229,0.004705110945805408,1.063837370520751,749
