data,PLAS3,INEP4,spread_observado,rho,var_mr,var_rw,mr_filtrado,rw_filtrado,std_mr,zscore_mr,sinal,prob_quebra,sinal_finrl
2025-06-30 00:00:00+00:00,5.119999885559082,1.6100000143051147,3.8495347115442415,-0.999,1e-06,0.0651150107430455,0.0076604461062493,3.841830888436271,0.0265265292147547,0.2887843352679712,0,0.5788639187812805,1
2025-07-01 00:00:00+00:00,5.119999885559082,1.6299999952316284,3.833752550660806,-0.999,1e-06,0.0647660029732832,-0.0076615902087684,3.841414768841676,0.0259662072848535,-0.2950600418736364,0,0.5784618258476257,1
2025-07-02 00:00:00+00:00,5.300000190734863,1.6299999952316284,4.013752855836588,-0.999,1e-06,0.06490311426086,0.0109176863104428,4.002592222293644,0.0254415837546274,0.4291276209743454,0,0.578477680683136,1
2025-07-03 00:00:00+00:00,5.300000190734863,1.6299999952316284,4.013752855836588,-0.999,1e-06,0.0650582132597162,-0.0104872306882051,4.024207554882094,0.0249492338331176,-0.4203427952278181,0,0.5774186849594116,1
2025-07-04 00:00:00+00:00,5.300000190734863,1.690000057220459,3.966406279117182,-0.999,1e-06,0.0650582132848298,0.0092266327626004,3.957280448279269,0.0244850080314491,0.3768278430111001,0,0.5769534111022949,1
2025-07-07 00:00:00+00:00,5.300000190734863,1.659999966621399,3.990079614511434,-0.999,1e-06,0.0650582132784298,-0.0084755024710293,3.9984930021815326,0.0240463937652643,-0.3524645963035179,0,0.5770135521888733,1
2025-07-08 00:00:00+00:00,5.119999885559082,1.649999976158142,3.81797038977737,-0.999,1e-06,0.0650864017773626,0.0052458496334177,3.813004165207872,0.0236313538197024,0.2219868431339755,0,0.5768318772315979,1
2025-07-09 00:00:00+00:00,5.25,1.649999976158142,3.947970504218288,-0.999,1e-06,0.0650875842754181,-0.0029300839407812,3.950692902342321,0.023237752852621,-0.1260915355871329,0,0.5768778324127197,1
2025-07-10 00:00:00+00:00,5.300000190734863,1.649999976158142,3.997970694953152,-0.999,1e-06,0.0652309170080377,0.0036331280484291,3.994271939061297,0.0228646522977266,0.1588971483633883,0,0.5767871141433716,1
2025-07-11 00:00:00+00:00,5.300000190734863,1.649999976158142,3.997970694953152,-0.999,1e-06,0.0652234841147825,-0.0035164354859029,4.001476274262489,0.0225096024533544,-0.1562193509720951,0,0.5768258571624756,1
2025-07-14 00:00:00+00:00,5.099999904632568,1.6200000047683716,3.82164365017601,-0.999,1e-06,0.06533235549595,0.0007733476890541,3.821141733518103,0.0221718326233559,0.0348797369252869,0,0.5767269134521484,1
2025-07-15 00:00:00+00:00,5.099999904632568,1.6200000047683716,3.82164365017601,-0.999,1e-06,0.0653214453236606,-0.0007540790387911,3.8223958404286273,0.021849466125242,-0.0345124697541216,0,0.5767568945884705,1
2025-07-16 00:00:00+00:00,5.099999904632568,1.649999976158142,3.797970408850857,-0.999,1e-06,0.0645983136133432,0.0003943438912107,3.797613815886573,0.0215380894852461,0.0183091397907346,0,0.5767211318016052,1
2025-07-17 00:00:00+00:00,5.099999904632568,1.5499999523162842,3.876881307337133,-0.999,1e-06,0.0643873319633383,0.0007140144105091,3.8760473790064,0.0212394228752493,0.0336174111087182,0,0.57671058177948,1
